"Establishment Number","Inspection Date","Time Orders Issued","Retention Of Food Equipment","Closure For Imminent Hazard","Closure For Cleaning","Disposed Of Food","Civil Penalty","Court Summons","Row Number",
"1027cc    ","6/13/2003 9:00:00 AM",0,0,0,0,1,0,0,346,
"1027cc    ","7/23/2004 9:00:00 AM",0,0,0,0,1,0,0,347,
"1028      ","3/5/2002 12:00:00 AM",1,0,0,0,0,0,0,348,
"1028      ","7/30/2002 12:00:00 AM",1,0,0,0,0,0,0,349,
"1028      ","9/18/2003 7:30:00 AM",1,0,0,0,0,0,0,350,
"1028      ","10/10/2003 4:00:00 PM",1,0,0,0,0,0,0,351,
"1028      ","2/11/2004 2:45:00 PM",1,0,0,0,1,0,0,352,
"1028      ","10/6/2009 2:33:52 PM",0,0,0,0,1,0,0,353,
"1028      ","2/18/2010 12:59:56 PM",0,0,0,0,1,0,0,354,
"1028      ","1/6/2011 12:00:00 AM",0,0,0,0,0,1,0,355,
"1028      ","6/9/2011 8:19:47 AM",0,0,0,0,1,0,0,356,
"1028      ","6/17/2013 8:45:36 AM",0,0,0,0,1,0,0,357,
"1028      ","6/17/2014 12:45:00 PM",0,0,0,0,1,0,0,358,
"1028      ","6/1/2015 1:00:00 PM",0,0,0,0,1,0,0,359,
"10283     ","3/29/2016 12:30:00 PM",0,0,0,0,1,0,0,360,
"10284     ","9/16/2014 8:30:00 AM",0,0,0,0,1,0,0,361,
"10285     ","4/22/2015 1:30:00 PM",0,0,0,0,1,0,0,362,
"10285     ","6/17/2015 1:15:00 PM",0,0,0,0,1,0,0,363,
"10285     ","6/17/2015 1:30:00 PM",1,0,0,0,0,0,0,364,
"10285     ","8/19/2015 9:30:00 AM",0,0,0,0,1,0,0,365,
"10285     ","8/28/2015 9:30:00 AM",0,0,0,0,1,0,0,366,
"10285     ","9/18/2015 11:00:00 AM",0,0,0,0,1,0,0,367,
"10285     ","10/16/2015 10:00:00 AM",0,0,0,0,1,0,0,368,
"10285     ","6/23/2016 2:30:00 PM",1,0,0,0,1,0,0,369,
"10286     ","10/31/2014 10:00:00 AM",0,0,0,0,1,0,0,370,
"10286     ","5/4/2015 10:50:00 AM",1,0,0,0,1,0,0,371,
"10286     ","6/4/2015 11:50:00 PM",1,0,0,0,0,0,0,372,
"10286     ","6/12/2015 11:08:30 AM",1,0,0,0,0,0,0,373,
"10286     ","10/19/2015 1:15:00 PM",1,0,0,0,1,0,0,374,
"10286     ","1/22/2016 10:00:00 AM",0,0,0,0,1,0,0,375,
"10286     ","4/25/2016 2:25:00 PM",0,0,0,0,1,0,0,376,
"1029      ","1/15/2016 3:00:00 PM",0,1,1,0,0,0,0,377,
"10291     ","8/17/2014 12:00:01 PM",0,0,0,0,1,0,0,378,
"10292     ","12/30/2014 2:00:00 PM",0,0,0,0,1,0,0,379,
"10292     ","10/30/2015 12:30:00 PM",0,0,0,0,1,0,0,380,
"10293     ","4/24/2015 8:40:10 AM",0,0,0,0,1,0,0,381,
"10293     ","10/14/2015 11:00:10 AM",0,0,0,0,1,0,0,382,
"10294     ","12/19/2014 10:00:00 AM",0,0,0,0,1,0,0,383,
"10294     ","4/13/2015 9:00:00 AM",1,0,0,0,0,0,0,384,
"10294     ","10/8/2015 1:20:00 PM",0,0,0,0,1,0,0,385,
"10296     ","8/22/2014 9:45:00 AM",0,0,0,0,1,0,0,386,
"10297     ","10/1/2015 8:05:00 AM",0,0,0,0,1,0,0,387,
"10298     ","10/31/2014 1:20:00 PM",0,0,0,0,1,0,0,388,
"10298     ","4/27/2016 2:45:00 PM",0,0,0,0,1,0,0,389,
"10299     ","2/17/2015 12:00:00 PM",0,0,0,0,1,0,0,390,
"10299     ","4/15/2015 11:30:00 PM",0,0,0,0,1,0,0,391,
"1029X     ","10/15/2007 3:25:00 PM",0,0,0,0,1,0,0,392,
"1029X     ","4/17/2009 12:00:00 AM",0,0,0,0,0,1,0,393,
"1030      ","12/20/2004 10:00:00 AM",1,0,0,0,1,0,0,394,
"1030      ","12/23/2004 11:00:00 AM",1,0,0,0,0,0,0,395,
"1030      ","1/20/2005 10:00:00 AM",1,0,0,0,0,0,0,396,
"10301     ","5/20/2015 11:00:00 AM",0,0,0,0,1,0,0,397,
"10302     ","11/9/2015 3:30:00 PM",1,0,0,0,1,0,0,398,
"10304     ","5/17/2015 12:30:00 PM",0,0,0,0,1,0,0,399,
"10304     ","5/29/2015 10:00:00 AM",0,0,0,0,1,0,0,400,
"10304     ","11/17/2015 4:45:00 PM",0,0,0,0,1,0,0,401,
"10304     ","5/22/2016 11:30:00 PM",0,0,0,0,1,0,0,402,
"10305     ","11/17/2015 11:35:00 AM",0,0,0,0,1,0,0,403,
"10308     ","12/3/2014 4:00:00 PM",1,0,0,0,0,0,0,404,
"10309     ","11/16/2015 3:50:00 PM",0,0,0,0,1,0,0,405,
"10309     ","5/10/2016 3:15:00 PM",0,0,0,0,1,0,0,406,
"10310     ","8/19/2015 8:45:00 AM",0,0,0,0,1,0,0,407,
"10310     ","9/17/2015 12:30:00 PM",0,0,0,0,1,0,0,408,
"10311     ","1/22/2015 2:30:00 PM",1,0,0,0,0,0,0,409,
"10311     ","3/20/2015 9:45:00 AM",0,0,0,0,1,0,0,410,
"10311     ","4/7/2016 2:20:00 PM",0,0,0,0,1,0,0,411,
"10313     ","7/30/2015 1:15:00 PM",0,0,0,0,1,0,0,412,
"10313     ","12/11/2015 1:00:00 PM",1,0,0,0,0,0,0,413,
"10314     ","12/17/2014 9:30:00 AM",0,0,0,0,1,0,0,414,
"10314     ","12/31/2014 11:30:29 AM",1,0,0,0,0,0,0,415,
"10314     ","5/12/2015 1:35:00 PM",0,0,0,0,1,0,0,416,
"10314     ","5/19/2016 12:33:00 PM",0,0,0,0,1,0,0,417,
"10314     ","5/26/2016 1:20:00 PM",0,0,0,0,1,0,0,418,
"10316     ","12/8/2014 11:30:00 AM",1,0,0,0,0,0,0,419,
"10316     ","1/8/2015 12:00:00 PM",1,0,0,0,0,0,0,420,
"10316     ","4/3/2015 2:15:00 PM",1,0,0,0,0,0,0,421,
"10316     ","1/15/2016 2:30:00 PM",1,0,0,0,0,0,0,422,
"10318     ","3/16/2015 11:15:00 PM",0,0,0,0,1,0,0,423,
"10318     ","3/10/2016 11:49:43 AM",0,0,0,0,1,0,0,424,
"1031cc    ","11/21/2002 12:00:00 AM",0,0,0,0,0,0,1,425,
"1032      ","9/26/2012 2:35:00 PM",0,0,0,0,1,0,0,426,
"1032      ","3/4/2013 4:00:00 PM",0,0,0,0,1,0,0,427,
"1032      ","3/29/2016 10:45:00 AM",1,0,0,0,0,0,0,428,
"10320     ","5/4/2015 2:00:00 PM",0,0,0,0,1,0,0,429,
"10320     ","7/7/2015 1:00:00 PM",0,0,0,0,1,0,0,430,
"10322     ","5/3/2016 10:55:00 AM",0,0,0,0,1,0,0,431,
"10328     ","10/10/2014 9:46:13 AM",1,0,0,0,0,0,0,432,
"10329     ","12/23/2014 8:30:00 AM",0,0,0,0,1,0,0,433,
"10329     ","12/29/2014 12:35:14 PM",0,0,0,0,1,0,0,434,
"10329     ","5/6/2015 11:15:00 AM",0,0,0,0,1,0,0,435,
"1033      ","1/16/2014 1:55:37 PM",1,0,0,0,0,0,0,436,
"10332     ","1/5/2015 12:35:10 PM",0,0,0,0,1,0,0,437,
"10332     ","8/5/2015 2:15:00 PM",0,0,0,0,1,0,0,438,
"10332     ","11/24/2015 1:30:00 PM",0,0,0,0,1,0,0,439,
"10333     ","11/13/2015 9:05:00 AM",0,0,0,0,1,0,0,440,
"10336     ","11/7/2014 3:20:10 PM",1,0,0,0,0,0,0,441,
"10337     ","12/18/2015 4:45:00 PM",1,0,0,0,1,0,0,442,
"10342     ","1/15/2015 2:40:00 PM",0,0,0,0,1,0,0,443,
"10348     ","12/2/2014 1:40:00 PM",0,0,0,0,1,0,0,444,
"10351     ","12/22/2015 1:00:00 PM",0,0,0,0,1,0,0,445,
"10352     ","5/27/2016 11:00:00 AM",0,0,0,0,1,0,0,446,
"10355     ","12/29/2014 2:35:00 PM",0,0,0,0,1,0,0,447,
"10355     ","12/14/2015 12:15:00 PM",0,0,0,0,1,0,0,448,
"10355     ","6/30/2016 11:30:00 AM",0,0,0,0,1,0,0,449,
"10357     ","6/13/2016 9:30:00 AM",0,0,0,0,1,0,0,450,
"10360     ","11/5/2014 10:00:00 AM",0,0,0,0,1,0,0,451,
"10360     ","5/6/2015 9:50:00 AM",0,0,0,0,1,0,0,452,
"10360     ","11/18/2015 1:50:00 PM",0,0,0,0,1,0,0,453,
"10365     ","11/25/2014 10:50:00 AM",1,0,0,0,0,0,0,454,
"10366     ","1/27/2016 1:00:00 PM",0,0,0,0,1,0,0,455,
"10366     ","2/3/2016 9:00:00 AM",0,0,0,0,1,0,0,456,
"10367     ","7/15/2015 11:35:45 AM",0,0,0,0,1,0,0,457,
"10367     ","1/28/2016 3:55:01 PM",0,0,0,0,1,0,0,458,
"10369     ","1/23/2015 12:10:10 PM",0,0,0,0,1,0,0,459,
"10369     ","6/22/2015 2:35:24 PM",0,0,0,0,1,0,0,460,
"10369     ","1/28/2016 2:50:00 PM",0,0,0,0,1,0,0,461,
"10369     ","4/5/2016 1:00:00 PM",0,0,0,0,1,0,0,462,
"1037      ","12/20/2010 9:13:35 AM",0,0,0,0,1,0,0,463,
"10370     ","8/20/2015 10:55:00 AM",0,0,0,0,1,0,0,464,
"10371     ","7/29/2015 11:25:00 AM",1,0,0,0,1,0,0,465,
"10371     ","7/30/2015 3:25:00 PM",0,0,0,0,1,0,0,466,
"10372     ","11/26/2014 1:30:00 PM",0,0,0,0,1,0,0,467,
"10376     ","3/3/2015 11:10:00 AM",0,0,0,0,1,0,0,468,
"10376     ","7/13/2015 2:39:49 PM",0,0,0,0,1,0,0,469,
"10377     ","4/8/2015 10:30:00 AM",0,0,0,0,1,0,0,470,
"10382     ","11/26/2014 8:10:00 AM",1,0,0,0,0,0,0,471,
"10385     ","1/20/2015 3:00:10 PM",0,0,0,0,1,0,0,472,
"10385     ","2/2/2015 2:40:10 PM",0,0,0,0,1,0,0,473,
"10386     ","1/11/2016 10:40:00 AM",0,0,0,0,1,0,0,474,
"10387     ","10/2/2015 11:00:00 AM",1,0,0,0,0,0,0,475,
"10387     ","1/12/2016 12:00:00 PM",0,0,0,0,1,0,0,476,
"10389     ","1/20/2016 11:10:00 AM",0,0,0,0,1,0,0,477,
"1038X     ","10/20/2008 7:15:00 AM",1,0,0,0,0,0,0,478,
"1038X     ","10/28/2008 7:15:00 AM",1,0,0,0,0,0,0,479,
"10392     ","9/14/2015 2:15:00 PM",1,0,0,0,0,0,0,480,
"10395     ","2/23/2015 10:20:00 AM",1,0,0,0,1,0,0,481,
"10395     ","1/22/2016 9:55:00 AM",0,0,0,0,1,0,0,482,
"10396     ","7/7/2015 10:15:00 AM",1,0,0,0,0,0,0,483,
"10398     ","4/26/2016 11:00:00 AM",0,0,0,0,1,0,0,484,
"1040      ","8/6/2013 8:15:20 AM",0,0,1,0,1,0,0,485,
"1041      ","3/7/2002 12:00:00 AM",1,0,0,0,0,0,0,486,
"1041      ","8/28/2002 12:00:00 AM",1,0,0,0,0,0,0,487,
"1041      ","9/3/2002 12:00:00 AM",1,0,0,0,1,0,0,488,
"1041      ","10/4/2002 12:00:00 AM",0,0,0,0,0,1,0,489,
"1041      ","3/11/2003 11:40:00 AM",1,0,0,0,0,0,0,490,
"1041      ","5/9/2003 1:30:00 PM",1,0,0,0,1,0,0,491,
"1041      ","5/15/2003 1:30:00 PM",0,0,0,0,1,0,0,492,
"1041      ","8/11/2003 2:00:00 PM",1,0,0,0,1,0,0,493,
"1041      ","8/20/2003 4:00:00 PM",0,0,0,0,1,0,0,494,
"1041      ","9/12/2003 1:15:00 PM",1,0,0,0,1,0,0,495,
"1041      ","10/9/2003 12:00:00 AM",0,0,0,0,0,1,0,496,
"1041      ","6/10/2004 2:20:00 PM",1,0,0,0,0,0,0,497,
"1041      ","10/19/2004 12:20:00 PM",1,0,0,0,0,0,0,498,
"1041      ","12/2/2004 12:40:00 PM",0,0,0,0,1,0,0,499,
"1041      ","12/16/2004 12:00:00 AM",0,0,0,0,0,1,0,500,
"1041      ","1/28/2008 12:25:00 PM",1,0,0,0,0,0,0,501,
"1041      ","7/8/2008 12:55:00 PM",1,0,0,0,0,0,0,502,
"1041      ","12/30/2009 12:58:14 PM",0,0,0,0,1,0,0,503,
"1041      ","1/6/2010 2:12:21 PM",0,0,0,0,1,0,0,504,
"10411     ","1/28/2015 3:25:00 PM",0,0,0,0,1,0,0,505,
"10412     ","2/10/2015 5:20:10 PM",0,0,0,0,1,0,0,506,
"10413     ","2/1/2015 1:00:00 PM",0,0,0,0,1,0,0,507,
"10413     ","2/5/2015 9:45:00 AM",0,0,0,0,1,0,0,508,
"10413     ","7/10/2015 1:40:00 PM",0,0,0,0,1,0,0,509,
"10413     ","7/17/2015 11:53:14 AM",0,0,0,0,1,0,0,510,
"10413     ","7/31/2015 3:00:00 PM",0,0,0,0,1,0,0,511,
"10420     ","1/29/2015 1:10:00 PM",0,0,0,0,1,0,0,512,
"10420     ","1/8/2016 12:25:00 PM",0,0,0,0,1,0,0,513,
"10422     ","2/3/2015 10:50:00 AM",0,0,0,0,1,0,0,514,
"10422     ","1/19/2016 3:25:00 PM",0,0,0,0,1,0,0,515,
"10424     ","1/15/2015 1:00:00 PM",0,0,0,0,1,0,0,516,
"10427     ","8/12/2015 2:30:00 PM",0,0,0,0,1,0,0,517,
"1042X     ","9/19/2008 4:00:00 PM",0,0,0,0,1,0,0,518,
"10432     ","7/30/2015 12:15:00 PM",0,0,0,0,1,0,0,519,
"10433     ","2/12/2015 11:45:00 AM",0,0,0,0,1,0,0,520,
"10433     ","8/19/2015 1:45:00 PM",0,0,0,0,1,0,0,521,
"10437     ","7/7/2015 8:00:00 AM",0,0,0,0,1,0,0,522,
"10437     ","10/19/2015 10:00:00 AM",0,0,0,0,1,0,0,523,
"1043X     ","5/12/2008 12:45:00 PM",0,0,0,0,1,0,0,524,
"1044      ","6/12/2009 12:00:00 AM",0,0,0,0,0,1,0,525,
"1044      ","12/28/2012 1:55:00 PM",0,0,0,0,1,0,0,526,
"10440     ","8/3/2015 2:40:00 PM",0,0,0,0,1,0,0,527,
"10445     ","1/29/2015 3:25:10 PM",0,0,0,0,1,0,0,528,
"10445     ","2/17/2015 10:00:00 AM",1,0,0,0,1,0,0,529,
"10447     ","2/4/2015 2:45:00 PM",0,0,0,0,1,0,0,530,
"10447     ","4/29/2015 9:00:00 AM",0,0,0,0,1,0,0,531,
"10449     ","2/10/2015 3:20:00 PM",0,0,0,0,1,0,0,532,
"10449     ","2/4/2016 11:00:00 AM",0,0,0,0,1,0,0,533,
"1045      ","3/10/2014 9:40:00 AM",1,0,1,0,1,0,0,534,
"1045      ","5/6/2014 9:38:10 AM",1,0,0,0,0,0,0,535,
"10450     ","2/25/2015 8:30:00 AM",0,0,0,0,1,0,0,536,
"10452     ","4/9/2015 3:40:10 PM",0,0,0,0,1,0,0,537,
"10452     ","5/15/2015 12:25:00 PM",0,0,0,0,1,0,0,538,
"10452     ","8/13/2015 2:10:00 PM",0,0,0,0,1,0,0,539,
"10455     ","10/26/2015 12:30:00 PM",0,0,0,0,1,0,0,540,
"10455     ","3/2/2016 12:45:00 PM",0,0,0,0,1,0,0,541,
"10456     ","4/12/2016 1:15:00 PM",0,0,1,0,0,0,0,542,
"1046      ","4/8/2002 12:00:00 AM",1,0,0,0,0,0,0,543,
"1046      ","5/1/2007 12:00:00 AM",0,0,0,0,0,1,0,544,
"1046      ","4/27/2008 2:30:00 PM",0,0,0,0,1,0,0,545,
"1046      ","9/2/2008 11:00:00 PM",0,0,0,0,1,0,0,546,
"10461     ","3/16/2015 8:45:00 AM",0,0,0,0,1,0,0,547,
"10463     ","5/18/2016 4:03:00 PM",0,0,1,0,0,0,0,548,
"10464     ","9/10/2015 2:15:00 PM",0,0,0,0,1,0,0,549,
"10466     ","8/16/2015 1:00:00 PM",1,0,0,0,0,0,0,550,
"10467     ","1/16/2015 12:40:10 PM",0,0,0,0,1,0,0,551,
"10467     ","6/22/2015 3:30:00 PM",0,0,0,0,1,0,0,552,
"10468     ","4/2/2015 1:30:00 PM",1,0,0,0,0,0,0,553,
"10468     ","4/10/2015 7:30:00 AM",0,0,0,0,1,0,0,554,
"10469     ","9/4/2015 10:35:00 AM",0,0,0,0,1,0,0,555,
"10469     ","3/11/2016 9:00:00 AM",0,0,0,0,1,0,0,556,
"1047      ","11/30/2001 12:00:00 AM",0,0,0,0,0,1,0,557,
"1047      ","2/25/2005 11:30:00 AM",1,0,0,0,0,0,0,558,
"10471     ","3/11/2016 1:00:00 PM",0,0,0,0,1,0,0,559,
"10471     ","3/18/2016 3:55:00 PM",0,0,0,0,1,0,0,560,
"10473     ","3/26/2015 9:00:00 AM",0,0,1,0,0,0,0,561,
"10474     ","1/12/2016 2:30:00 PM",0,0,0,0,1,0,0,562,
"10474     ","1/20/2016 10:15:00 AM",0,0,0,0,1,0,0,563,
"10477     ","3/31/2015 9:35:00 AM",0,0,0,0,1,0,0,564,
"10479     ","12/9/2015 11:30:00 AM",0,0,0,0,1,0,0,565,
"1048      ","6/26/2003 2:00:00 PM",1,0,0,0,1,0,0,566,
"1048      ","10/6/2005 11:35:00 AM",1,0,0,0,0,0,0,567,
"1048      ","3/17/2006 12:00:00 AM",0,0,0,0,0,1,0,568,
"1048      ","2/26/2009 1:40:00 PM",1,0,0,0,0,0,0,569,
"1048      ","2/16/2011 9:05:23 AM",0,0,0,0,1,0,0,570,
"10481     ","6/26/2015 9:25:10 AM",0,0,0,0,1,0,0,571,
"10487     ","3/24/2015 1:55:00 PM",1,0,0,0,0,0,0,572,
"10487     ","9/18/2015 11:30:00 AM",0,0,0,0,1,0,0,573,
"10490     ","3/16/2015 12:30:00 PM",0,0,0,0,1,0,0,574,
"10492     ","3/25/2015 10:00:00 AM",0,0,0,0,1,0,0,575,
"10492     ","3/21/2016 1:30:00 PM",0,0,0,0,1,0,0,576,
"10493     ","3/31/2015 3:40:00 PM",0,0,0,0,1,0,0,577,
"10493     ","4/6/2015 1:35:00 PM",0,0,0,0,1,0,0,578,
"10493     ","9/8/2015 3:25:00 PM",0,0,0,0,1,0,0,579,
"10494     ","3/9/2015 10:00:00 AM",0,0,0,0,1,0,0,580,
"10497     ","7/29/2015 10:15:00 AM",0,0,0,0,1,0,0,581,
"10497     ","4/21/2016 7:30:00 AM",1,0,0,0,1,0,0,582,
"1049X     ","6/18/2008 12:00:00 AM",0,0,0,0,0,1,0,583,
"1049X     ","5/20/2010 1:02:53 PM",0,0,0,0,1,0,0,584,
"10507     ","3/17/2015 9:05:00 AM",1,0,0,0,0,0,0,585,
"10507     ","4/10/2015 10:15:00 AM",1,0,0,0,0,0,0,586,
"1050CC    ","8/24/2000 12:00:00 AM",1,0,0,0,0,0,0,587,
"1050CC    ","2/21/2001 12:00:00 AM",1,0,0,0,0,0,0,588,
"1050X     ","8/1/2002 12:00:00 AM",0,0,0,0,0,1,0,589,
"10512     ","5/19/2015 12:45:00 PM",0,0,0,0,1,0,0,590,
"10517     ","3/11/2015 11:30:00 PM",1,0,0,0,0,0,0,591,
"10517     ","5/27/2015 5:40:00 PM",0,0,0,0,1,0,0,592,
"10517     ","6/4/2015 7:00:00 PM",0,0,0,0,1,0,0,593,
"1052      ","11/10/2009 12:09:01 PM",0,0,0,0,1,0,0,594,
"1052      ","5/20/2010 12:00:00 AM",0,0,0,0,0,1,0,595,
"1052      ","9/30/2013 3:00:37 PM",0,0,0,0,1,0,0,596,
"1052      ","9/25/2014 12:20:00 PM",0,0,0,0,1,0,0,597,
"1052      ","3/11/2015 12:15:00 PM",0,0,0,0,1,0,0,598,
"10521     ","5/2/2016 12:00:00 PM",0,0,0,0,1,0,0,599,
"10524     ","2/27/2015 11:15:00 AM",0,0,0,0,1,0,0,600,
"10524     ","11/6/2015 10:45:14 AM",0,0,0,0,1,0,0,601,
"10524     ","5/19/2016 1:10:00 PM",0,0,0,0,1,0,0,602,
"10530     ","3/25/2015 4:00:00 PM",0,0,0,0,1,0,0,603,
"10530     ","5/7/2015 11:05:00 AM",0,0,0,0,1,0,0,604,
"10530     ","9/8/2015 2:35:00 PM",0,0,0,0,1,0,0,605,
"10537     ","4/25/2016 10:00:00 AM",0,0,0,0,1,0,0,606,
"10538     ","5/23/2016 1:00:00 PM",0,0,0,0,1,0,0,607,
"10539     ","5/8/2015 1:45:00 PM",1,0,0,0,0,0,0,608,
"1053CC    ","8/27/2002 12:00:00 AM",1,0,0,0,0,0,0,609,
"1053x     ","9/17/2001 12:00:00 AM",0,0,0,0,0,1,0,610,
"1054      ","9/8/2003 1:30:00 PM",0,0,0,0,1,0,0,611,
"1054      ","10/14/2003 12:00:00 AM",0,0,0,0,0,1,0,612,
"1054      ","11/12/2003 12:00:00 AM",0,0,0,0,0,1,0,613,
"1054      ","4/19/2004 12:00:00 AM",0,0,0,0,0,1,0,614,
"1054      ","7/19/2004 9:00:00 AM",0,0,1,0,0,0,0,615,
"1054      ","10/3/2005 12:00:00 AM",0,0,0,0,0,1,0,616,
"1054      ","5/17/2006 9:30:00 AM",0,0,0,0,1,0,0,617,
"1054      ","8/31/2007 12:00:00 AM",0,0,0,0,0,1,0,618,
"1054      ","4/23/2008 12:00:00 AM",0,0,0,0,0,1,0,619,
"1054      ","7/20/2008 2:30:00 PM",0,0,0,0,1,0,0,620,
"1054      ","8/12/2008 12:00:00 AM",0,0,0,0,0,1,0,621,
"1054      ","8/11/2011 10:49:29 AM",0,0,0,0,1,0,0,622,
"1054      ","4/18/2012 9:54:03 AM",0,0,0,0,1,0,0,623,
"1054      ","8/1/2012 1:31:00 PM",0,0,0,0,1,0,0,624,
"1054      ","6/24/2013 1:45:48 PM",0,0,0,0,1,0,0,625,
"1054      ","12/10/2013 7:30:34 AM",0,0,0,0,1,0,0,626,
"1054      ","6/5/2014 8:20:00 AM",0,0,0,0,1,0,0,627,
"1054      ","12/22/2014 12:45:00 PM",0,0,0,0,1,0,0,628,
"10543     ","2/15/2015 11:20:00 AM",0,0,0,0,1,0,0,629,
"10546     ","8/25/2015 2:10:00 PM",0,0,0,0,1,0,0,630,
"10546     ","6/23/2016 5:51:21 PM",1,0,0,0,1,0,0,631,
"10549     ","10/14/2015 9:40:00 AM",0,0,0,0,1,0,0,632,
"1055      ","7/18/2007 12:50:00 PM",1,0,0,0,0,0,0,633,
"1055      ","11/11/2007 12:50:00 PM",0,0,0,0,1,0,0,634,
"10552     ","4/13/2015 11:15:00 AM",0,0,0,0,1,0,0,635,
"10555     ","9/10/2015 7:15:00 AM",0,0,0,0,1,0,0,636,
"10556     ","6/8/2015 1:35:00 PM",0,0,0,0,1,0,0,637,
"10556     ","9/18/2015 10:25:00 AM",0,0,0,0,1,0,0,638,
"10557     ","10/12/2015 9:40:00 AM",0,0,0,0,1,0,0,639,
"1056      ","3/13/2014 9:45:00 AM",1,0,0,0,0,0,0,640,
"10561     ","3/16/2016 8:35:09 AM",0,0,0,0,1,0,0,641,
"10562     ","9/1/2015 1:10:00 PM",0,0,0,0,1,0,0,642,
"10562     ","3/3/2016 9:25:00 AM",0,0,0,0,1,0,0,643,
"10563     ","7/22/2015 9:40:00 AM",0,0,0,0,1,0,0,644,
"10563     ","9/21/2015 11:50:00 AM",0,0,0,0,1,0,0,645,
"10564     ","3/11/2015 11:30:00 AM",1,0,0,0,1,0,0,646,
"10565     ","12/11/2015 9:45:00 AM",0,0,0,0,1,0,0,647,
"10566     ","9/24/2015 12:00:00 PM",0,0,0,0,1,0,0,648,
"1057      ","5/1/2014 2:10:00 PM",0,0,0,0,1,0,0,649,
"10570     ","10/12/2015 11:00:00 AM",0,0,0,0,1,0,0,650,
"10572     ","5/3/2016 9:50:00 AM",0,0,0,0,1,0,0,651,
"10574     ","4/14/2015 8:25:00 AM",0,0,0,0,1,0,0,652,
"10574     ","10/13/2015 10:05:00 AM",0,0,0,0,1,0,0,653,
"10574     ","4/18/2016 8:30:00 AM",0,0,0,0,1,0,0,654,
"10576     ","4/7/2015 9:30:00 AM",0,0,0,0,1,0,0,655,
"10576     ","4/13/2016 10:30:00 AM",0,0,0,0,1,0,0,656,
"10577     ","4/13/2015 10:00:00 AM",0,0,0,0,1,0,0,657,
"1057CC    ","12/18/2003 12:15:00 PM",1,0,0,0,0,0,0,658,
"1057X     ","10/18/2001 12:00:00 AM",0,0,0,0,0,1,0,659,
"1058      ","2/25/2003 1:30:00 PM",1,0,0,0,0,0,0,660,
"1058      ","10/18/2004 2:20:00 PM",0,0,0,0,1,0,0,661,
"1058      ","6/22/2007 12:00:00 AM",0,0,0,0,0,1,0,662,
"1058      ","1/25/2010 10:06:10 AM",1,0,0,0,0,0,0,663,
"1058      ","7/15/2010 6:06:02 PM",0,0,0,0,1,0,0,664,
"1058      ","2/23/2011 3:37:20 PM",0,0,0,0,1,0,0,665,
"1058      ","1/24/2012 4:30:05 PM",0,0,0,0,1,0,0,666,
"1058      ","1/16/2015 4:00:00 PM",1,0,0,0,0,0,0,667,
"1058      ","3/24/2015 2:30:00 PM",1,0,0,0,0,0,0,668,
"1058      ","7/27/2015 11:30:00 AM",1,0,0,0,0,0,0,669,
"1058      ","1/11/2016 12:50:00 PM",1,0,0,0,0,0,0,670,
"10588     ","4/15/2015 12:35:00 PM",0,0,0,0,1,0,0,671,
"10588     ","4/28/2015 3:15:00 PM",0,0,0,0,1,0,0,672,
"1059      ","4/20/2016 1:40:00 PM",0,0,0,0,1,0,0,673,
"10590     ","4/13/2016 2:45:00 PM",0,0,0,0,1,0,0,674,
"10594     ","5/29/2015 10:00:00 AM",0,0,0,0,1,0,0,675,
"10601     ","6/10/2015 3:45:00 PM",0,0,0,0,1,0,0,676,
"10601     ","6/17/2015 11:50:00 PM",0,0,0,0,1,0,0,677,
"10604     ","8/5/2015 8:15:00 AM",0,0,0,0,1,0,0,678,
"10604     ","8/14/2015 1:35:00 PM",0,0,0,0,1,0,0,679,
"10606     ","7/23/2015 2:25:00 PM",0,0,0,0,1,0,0,680,
"10607     ","8/31/2015 3:00:00 PM",0,0,0,0,1,0,0,681,
"10609     ","11/25/2015 3:00:00 PM",0,0,0,0,1,0,0,682,
"10609     ","5/6/2016 12:40:00 PM",0,0,0,0,1,0,0,683,
"1060CC    ","7/26/2001 12:00:00 AM",1,0,0,0,0,0,0,684,
"1060CC    ","4/29/2002 12:00:00 AM",1,0,0,0,0,0,0,685,
"1060CC    ","10/22/2002 12:00:00 AM",0,0,0,0,1,0,0,686,
"1060X     ","9/17/2001 12:00:00 AM",0,0,0,0,0,1,0,687,
"1061      ","4/28/2014 8:30:00 AM",0,0,0,0,1,0,0,688,
"1061      ","10/19/2015 8:30:00 AM",0,0,0,0,1,0,0,689,
"1061      ","4/21/2016 6:45:00 AM",0,0,0,0,1,0,0,690,
"10610     ","10/26/2015 11:10:00 PM",0,0,0,0,1,0,0,691,
"10610     ","5/2/2016 12:55:00 PM",0,0,0,0,1,0,0,692,
"10610     ","5/5/2016 11:30:00 AM",0,0,0,0,1,0,0,693,
"10611     ","5/19/2015 12:10:00 PM",0,0,0,0,1,0,0,694,
"10616     ","7/28/2015 11:15:00 AM",0,0,0,0,1,0,0,695,
"10616     ","8/3/2015 10:45:00 AM",0,0,0,0,1,0,0,696,
"10619     ","7/23/2015 12:00:00 PM",0,0,0,0,1,0,0,697,
"1062      ","2/11/2003 12:00:00 AM",1,0,0,0,0,0,0,698,
"1062      ","7/22/2008 2:00:00 PM",0,0,0,0,1,0,0,699,
"1062      ","8/22/2008 12:00:00 AM",0,0,0,0,0,1,0,700,
