"Establishment Number","Inspection Date","Time Orders Issued","Retention Of Food Equipment","Closure For Imminent Hazard","Closure For Cleaning","Disposed Of Food","Civil Penalty","Court Summons","Row Number",
"5283      ","12/17/2015 9:45:00 AM",0,0,0,0,1,0,0,10672,
"5285      ","11/30/2006 8:30:00 AM",0,0,0,0,0,0,1,10673,
"5285      ","5/20/2007 10:20:00 AM",1,0,0,0,0,0,0,10674,
"5285      ","2/4/2010 11:34:15 AM",0,0,0,0,1,0,0,10675,
"5285      ","8/3/2010 10:20:49 AM",0,0,0,0,1,0,0,10676,
"5285      ","11/3/2010 12:00:00 AM",0,0,0,0,0,1,0,10677,
"5287      ","3/17/2008 4:20:00 PM",0,0,0,0,1,0,0,10678,
"5290      ","8/29/2008 1:00:00 PM",0,0,0,0,1,0,0,10679,
"5290      ","9/9/2008 3:40:00 PM",0,0,0,0,1,0,0,10680,
"5290      ","7/23/2009 12:00:00 AM",0,0,0,0,0,1,0,10681,
"5291      ","6/26/2008 12:30:00 PM",0,0,0,0,1,0,0,10682,
"5291      ","7/21/2008 12:00:00 AM",0,0,0,0,0,1,0,10683,
"5291      ","2/11/2009 12:00:00 AM",0,0,0,0,0,1,0,10684,
"5291      ","7/23/2009 12:00:00 AM",0,0,0,0,0,1,0,10685,
"5291      ","11/30/2009 11:38:05 AM",1,0,0,0,0,0,0,10686,
"5291      ","12/4/2009 1:15:00 PM",1,0,0,0,0,0,0,10687,
"5291      ","2/5/2010 12:00:00 AM",0,0,0,0,0,1,0,10688,
"5291      ","11/9/2010 12:00:00 AM",0,0,0,0,0,1,0,10689,
"5291      ","1/5/2011 11:25:31 AM",1,0,0,0,0,0,0,10690,
"5291      ","12/18/2015 1:45:00 PM",0,0,0,0,1,0,0,10691,
"5302      ","8/22/2007 2:30:00 PM",1,0,0,0,0,0,0,10692,
"5302      ","2/14/2008 12:00:00 AM",0,0,0,0,0,1,0,10693,
"5302      ","12/3/2013 10:00:45 AM",0,0,0,0,1,0,0,10694,
"5303      ","4/17/2007 8:45:00 AM",0,0,0,0,1,0,0,10695,
"5303      ","10/17/2007 1:00:00 PM",0,0,0,0,1,0,0,10696,
"5303      ","2/14/2008 12:00:00 AM",0,0,0,0,0,1,0,10697,
"5303      ","4/1/2009 11:00:00 AM",0,0,0,0,1,0,0,10698,
"5303      ","4/18/2013 8:40:01 AM",0,0,0,0,1,0,0,10699,
"5303      ","5/9/2013 12:19:01 PM",0,0,0,0,1,0,0,10700,
"5303      ","2/2/2015 9:45:00 PM",0,0,0,0,1,0,0,10701,
"5303      ","4/27/2015 3:00:00 PM",0,0,0,0,1,0,0,10702,
"5303      ","10/5/2015 1:40:00 PM",0,0,0,0,1,0,0,10703,
"5303      ","4/22/2016 8:30:00 AM",0,0,0,0,1,0,0,10704,
"5307      ","12/11/2013 2:50:05 PM",0,0,0,0,1,0,0,10705,
"5307      ","8/31/2015 2:00:00 PM",0,0,0,0,1,0,0,10706,
"5310      ","8/15/2008 4:10:00 PM",0,0,0,0,1,0,0,10707,
"5310      ","12/29/2008 12:30:00 PM",0,0,0,0,1,0,0,10708,
"5313      ","10/31/2006 1:20:00 PM",0,0,0,0,1,0,0,10709,
"5313      ","9/20/2007 1:30:00 PM",0,0,0,0,1,0,0,10710,
"5313      ","9/28/2009 3:30:00 PM",0,0,0,0,1,0,0,10711,
"5313      ","9/27/2011 3:38:44 PM",1,0,0,0,0,0,0,10712,
"5316      ","1/23/2008 11:10:00 AM",0,0,0,0,1,0,0,10713,
"5316      ","2/10/2011 12:28:04 PM",0,0,0,0,1,0,0,10714,
"5317      ","7/22/2011 11:57:45 AM",0,0,0,0,1,0,0,10715,
"5317      ","1/27/2015 2:00:00 PM",0,0,0,0,1,0,0,10716,
"5317      ","10/24/2015 11:25:00 AM",0,0,0,0,1,0,0,10717,
"5320      ","12/2/2010 9:58:39 AM",0,0,0,0,1,0,0,10718,
"5320      ","4/9/2014 1:30:00 PM",0,0,0,0,1,0,0,10719,
"5320      ","10/22/2014 11:00:00 AM",0,0,0,0,1,0,0,10720,
"5321      ","5/20/2016 10:30:00 AM",0,0,0,0,1,0,0,10721,
"5324      ","9/12/2006 12:35:00 PM",1,0,0,0,0,0,0,10722,
"5324      ","3/16/2007 4:00:00 PM",0,0,0,0,1,0,0,10723,
"5324      ","4/23/2008 12:00:00 AM",0,0,0,0,0,1,0,10724,
"5327      ","10/2/2007 1:45:00 PM",0,0,0,0,1,0,0,10725,
"5328      ","9/10/2007 2:50:00 PM",1,0,1,0,0,0,0,10726,
"5329      ","12/8/2009 3:57:06 PM",1,0,0,0,0,0,0,10727,
"5329      ","4/7/2011 11:53:31 AM",0,0,0,0,1,0,0,10728,
"5329      ","8/4/2011 11:07:38 AM",0,0,0,0,1,0,0,10729,
"5329      ","9/6/2012 11:05:49 AM",0,0,0,0,1,0,0,10730,
"5329      ","6/6/2013 2:15:00 PM",0,0,0,0,1,0,0,10731,
"5329      ","12/31/2013 1:25:30 PM",0,0,0,0,1,0,0,10732,
"5329      ","6/5/2014 12:20:00 PM",0,0,0,0,1,0,0,10733,
"5329      ","12/4/2014 1:30:00 PM",0,0,0,0,1,0,0,10734,
"5330      ","5/9/2007 11:06:00 AM",0,0,1,0,0,0,0,10735,
"5334      ","5/30/2007 1:25:00 PM",1,0,0,0,0,0,0,10736,
"5334      ","6/14/2007 8:00:00 PM",1,0,0,0,1,0,0,10737,
"5334      ","7/12/2007 12:00:00 AM",0,0,0,0,0,1,0,10738,
"5334      ","9/28/2007 9:30:00 AM",0,0,0,0,1,0,0,10739,
"5334      ","10/26/2007 12:00:00 AM",0,0,0,0,0,1,0,10740,
"5334      ","12/28/2007 2:50:00 PM",1,0,0,0,1,0,0,10741,
"5334      ","4/11/2008 12:30:00 PM",0,0,0,0,1,0,0,10742,
"5334      ","5/9/2008 12:00:00 AM",0,0,0,0,0,1,0,10743,
"5335      ","7/2/2008 12:00:00 AM",0,0,0,0,0,1,0,10744,
"5335      ","6/28/2009 3:00:00 PM",1,0,0,0,0,0,0,10745,
"5335      ","7/5/2009 12:30:00 PM",1,0,0,0,0,0,0,10746,
"5335      ","2/10/2010 12:00:00 AM",0,0,0,0,0,1,0,10747,
"5335      ","3/11/2010 1:49:06 PM",1,0,0,0,0,0,0,10748,
"5335      ","11/16/2010 12:00:00 AM",0,0,0,0,0,1,0,10749,
"5336      ","4/3/2009 1:25:00 PM",1,0,0,0,0,0,0,10750,
"5338      ","8/21/2007 3:00:00 PM",0,0,0,0,1,0,0,10751,
"5338      ","2/27/2008 11:35:00 AM",0,0,0,1,1,0,0,10752,
"5338      ","4/10/2008 1:00:00 PM",0,0,0,0,1,0,0,10753,
"5338      ","5/9/2008 12:00:00 AM",0,0,0,0,0,1,0,10754,
"5338      ","7/1/2009 1:15:00 PM",0,0,0,0,1,0,0,10755,
"5338      ","10/16/2009 12:00:00 AM",0,0,0,0,0,1,0,10756,
"5339      ","3/13/2008 2:10:00 PM",0,0,0,0,1,0,0,10757,
"5339      ","8/1/2008 7:00:00 AM",0,0,0,0,1,0,0,10758,
"5339      ","9/24/2008 12:00:00 AM",0,0,0,0,0,1,0,10759,
"5339      ","2/17/2009 12:00:00 AM",0,0,0,0,0,1,0,10760,
"5339      ","4/29/2009 12:00:00 AM",0,0,0,0,0,1,0,10761,
"5339      ","6/11/2009 9:10:00 AM",0,0,0,0,1,0,0,10762,
"5339      ","10/29/2010 3:19:26 PM",0,0,0,0,1,0,0,10763,
"5339      ","3/21/2011 5:18:42 PM",0,0,0,0,1,0,0,10764,
"5339      ","10/13/2011 3:37:03 PM",0,0,0,0,1,0,0,10765,
"5339      ","3/1/2012 9:30:00 AM",0,0,0,0,1,0,0,10766,
"5339      ","7/3/2012 9:00:00 AM",0,0,0,0,1,0,0,10767,
"5339      ","10/15/2012 9:30:00 AM",0,0,0,0,1,0,0,10768,
"5339      ","4/10/2013 8:45:00 AM",0,0,0,0,1,0,0,10769,
"5339      ","10/30/2013 10:00:00 AM",0,0,0,0,1,0,0,10770,
"5339      ","4/18/2014 10:00:00 AM",0,0,0,0,1,0,0,10771,
"5339      ","10/8/2014 2:00:00 PM",0,0,0,0,1,0,0,10772,
"5339      ","4/27/2016 10:15:00 AM",0,0,0,0,1,0,0,10773,
"5340      ","7/5/2007 12:50:00 PM",0,0,0,0,1,0,0,10774,
"5340      ","8/7/2007 12:00:00 AM",0,0,0,0,0,1,0,10775,
"5340      ","11/26/2007 1:40:00 PM",0,0,0,0,1,0,0,10776,
"5340      ","4/11/2008 12:00:00 AM",0,0,0,0,0,1,0,10777,
"5340      ","2/6/2009 12:15:00 PM",0,0,0,0,1,0,0,10778,
"5342      ","12/8/2006 2:00:00 PM",0,0,0,0,1,0,0,10779,
"5342      ","8/31/2007 12:00:00 AM",0,0,0,0,0,1,0,10780,
"5342      ","12/20/2012 9:40:00 AM",0,0,0,0,1,0,0,10781,
"5344      ","1/14/2008 1:15:00 PM",0,0,1,0,0,0,0,10782,
"5345      ","2/23/2009 12:00:00 AM",0,0,0,0,0,1,0,10783,
"5350      ","7/27/2007 1:30:00 PM",0,0,0,0,1,0,0,10784,
"5350      ","12/8/2007 1:18:00 PM",0,0,0,0,1,0,0,10785,
"5350      ","12/10/2008 12:00:00 AM",0,0,0,0,0,1,0,10786,
"5350      ","3/9/2010 12:00:00 AM",0,0,0,0,0,1,0,10787,
"5350      ","1/10/2011 10:40:35 AM",1,0,0,0,1,0,0,10788,
"5350      ","3/4/2011 2:57:09 PM",1,0,0,0,0,0,0,10789,
"5350      ","5/4/2011 8:58:49 AM",0,0,0,0,1,0,0,10790,
"5350      ","10/28/2011 9:49:35 AM",0,0,0,0,1,0,0,10791,
"5350      ","6/21/2012 8:45:11 AM",0,0,0,0,1,0,0,10792,
"5350      ","11/1/2012 3:15:00 PM",1,0,0,0,0,0,0,10793,
"5350      ","11/26/2012 3:00:00 PM",0,0,0,1,0,0,0,10794,
"5350      ","1/7/2015 8:45:00 AM",0,0,0,0,1,0,0,10795,
"5353      ","3/30/2007 1:00:00 PM",0,0,0,0,1,0,0,10796,
"5353      ","10/22/2007 3:00:00 PM",1,0,0,0,1,0,0,10797,
"5353      ","2/22/2008 12:20:00 PM",1,0,0,0,0,0,0,10798,
"5353      ","2/26/2008 1:55:00 PM",1,0,0,0,0,0,0,10799,
"5353      ","7/21/2008 12:00:00 AM",0,0,0,0,0,1,0,10800,
"5353      ","10/14/2008 2:30:00 PM",0,0,0,0,1,0,0,10801,
"5353      ","4/15/2010 12:00:00 AM",0,0,0,0,0,1,0,10802,
"5353      ","6/17/2010 12:00:00 AM",0,0,0,0,0,1,0,10803,
"5353      ","6/6/2011 3:03:08 PM",0,0,0,0,1,0,0,10804,
"5354      ","4/23/2008 2:00:00 PM",1,0,0,0,0,0,0,10805,
"5354      ","5/22/2008 4:50:00 PM",0,0,0,0,1,0,0,10806,
"5354      ","5/30/2008 10:20:00 AM",0,0,0,0,1,0,0,10807,
"5354      ","10/2/2010 4:29:28 PM",0,0,0,0,1,0,0,10808,
"5354      ","6/15/2011 1:50:55 PM",0,0,0,0,1,0,0,10809,
"5356      ","4/21/2008 3:10:00 PM",0,0,0,0,1,0,0,10810,
"5357      ","5/4/2016 1:30:00 PM",0,0,0,0,1,0,0,10811,
"5358      ","4/30/2009 1:05:00 PM",1,0,0,0,1,0,0,10812,
"5358      ","8/6/2009 4:33:24 PM",0,0,0,0,1,0,0,10813,
"5358      ","12/22/2009 11:50:52 AM",0,0,0,0,1,0,0,10814,
"5358      ","4/21/2010 12:50:45 PM",0,0,0,0,1,0,0,10815,
"5358      ","6/18/2010 12:00:00 AM",0,0,0,0,0,1,0,10816,
"5358      ","8/25/2010 1:43:16 PM",0,0,0,0,1,0,0,10817,
"5358      ","6/25/2013 2:30:46 PM",0,0,0,0,1,0,0,10818,
"5358      ","1/4/2016 3:00:00 PM",0,0,0,0,1,0,0,10819,
"5358      ","6/24/2016 12:30:00 PM",1,0,0,0,0,0,0,10820,
"5362      ","10/16/2009 12:00:00 AM",0,0,0,0,0,1,0,10821,
"5362      ","11/10/2009 1:41:00 PM",0,0,0,0,1,0,0,10822,
"5362      ","12/22/2010 2:18:48 PM",0,0,0,0,1,0,0,10823,
"5362      ","3/17/2011 11:42:54 AM",0,0,0,0,1,0,0,10824,
"5362      ","7/8/2011 10:40:13 AM",0,0,0,0,1,0,0,10825,
"5362      ","12/15/2011 1:03:21 PM",0,0,0,0,1,0,0,10826,
"5362      ","4/19/2012 1:37:43 PM",0,0,0,0,1,0,0,10827,
"5362      ","5/2/2012 4:42:37 PM",0,0,0,0,1,0,0,10828,
"5362      ","7/30/2012 1:00:59 PM",0,0,0,0,1,0,0,10829,
"5362      ","8/20/2015 11:15:00 PM",0,0,0,0,1,0,0,10830,
"5362      ","8/27/2015 12:15:00 PM",0,0,0,0,1,0,0,10831,
"5362      ","10/19/2015 3:45:00 PM",0,0,0,0,1,0,0,10832,
"5362      ","3/15/2016 1:00:00 PM",1,0,0,0,1,0,0,10833,
"5363      ",,0,0,0,0,0,1,0,10834,
"5363      ","4/23/2008 12:00:00 AM",0,0,0,0,0,1,0,10835,
"5363      ","9/25/2008 11:45:00 AM",0,0,0,0,1,0,0,10836,
"5366      ","8/2/2007 1:40:00 PM",1,0,0,0,0,0,0,10837,
"5366      ","11/8/2007 12:40:00 PM",1,0,0,0,0,0,0,10838,
"5366      ","3/11/2008 12:25:00 PM",1,0,0,0,0,0,0,10839,
"5366      ","3/31/2009 11:40:00 AM",1,0,0,0,0,0,0,10840,
"5366      ","7/22/2013 2:20:26 PM",0,0,0,0,1,0,0,10841,
"5366      ","4/21/2016 12:15:00 PM",0,0,0,0,1,0,0,10842,
"5367      ","11/15/2006 8:00:00 PM",1,0,0,0,0,0,0,10843,
"5367      ","9/5/2007 12:45:00 PM",1,0,0,0,0,0,0,10844,
"5367      ","1/14/2008 11:35:00 AM",1,0,0,0,0,0,0,10845,
"5367      ","5/5/2008 2:05:00 PM",1,0,0,0,0,0,0,10846,
"5367      ","5/27/2008 12:00:00 AM",0,0,0,0,0,1,0,10847,
"5367      ","5/5/2009 11:40:00 AM",1,0,0,0,0,0,0,10848,
"5367      ","7/23/2009 12:00:00 AM",0,0,0,0,0,1,0,10849,
"5367      ","2/11/2010 12:00:00 AM",0,0,0,0,0,1,0,10850,
"5367      ","3/15/2010 1:13:12 PM",0,0,0,0,1,0,0,10851,
"5367      ","5/20/2010 12:00:00 AM",0,0,0,0,0,1,0,10852,
"5367      ","7/13/2010 3:33:29 PM",0,0,0,0,1,0,0,10853,
"5367      ","10/5/2010 12:00:00 AM",0,0,0,0,0,1,0,10854,
"5367      ","2/3/2011 12:00:00 AM",0,0,0,0,0,1,0,10855,
"5367      ","5/28/2013 2:00:04 PM",0,0,0,0,1,0,0,10856,
"5367      ","5/20/2014 3:41:48 PM",0,0,0,0,1,0,0,10857,
"5367      ","5/29/2015 2:50:00 PM",0,0,0,0,1,0,0,10858,
"5367      ","11/25/2015 11:31:00 AM",1,0,0,0,1,0,0,10859,
"5367      ","12/2/2015 11:35:00 PM",0,0,0,0,1,0,0,10860,
"5367      ","12/28/2015 1:15:00 PM",0,0,0,0,1,0,0,10861,
"5367      ","5/18/2016 12:00:00 PM",0,0,0,0,1,0,0,10862,
"5370      ","9/19/2008 12:00:00 AM",0,0,0,0,0,1,0,10863,
"5370      ","10/16/2009 12:00:00 AM",0,0,0,0,0,1,0,10864,
"5370      ","11/5/2009 8:39:33 AM",0,0,0,0,1,0,0,10865,
"5370      ","7/12/2011 9:38:33 AM",0,0,0,0,1,0,0,10866,
"5370      ","7/12/2012 9:00:00 AM",0,0,0,0,1,0,0,10867,
"5370      ","9/22/2014 3:00:00 PM",0,0,0,0,1,0,0,10868,
"5370      ","5/26/2016 9:25:00 AM",0,0,0,0,1,0,0,10869,
"5371      ","12/9/2008 10:40:00 AM",0,0,0,0,1,0,0,10870,
"5371      ","12/16/2013 3:00:00 PM",0,0,1,0,0,0,0,10871,
"5371      ","12/11/2015 7:00:00 AM",0,0,0,0,1,0,0,10872,
"5372      ","1/17/2008 1:00:00 PM",1,0,0,0,0,0,0,10873,
"5373      ","2/1/2007 12:00:00 PM",0,0,0,0,1,0,0,10874,
"5373      ","4/9/2010 5:00:00 PM",0,0,0,0,1,0,0,10875,
"5373      ","11/29/2010 3:18:49 PM",0,0,0,0,1,0,0,10876,
"5373      ","2/4/2011 12:00:00 AM",0,0,0,0,0,1,0,10877,
"5373      ","7/27/2012 11:00:34 AM",0,0,0,0,1,0,0,10878,
"5373      ","1/17/2014 11:00:56 AM",0,0,0,0,1,0,0,10879,
"5373      ","3/6/2015 1:30:55 PM",0,0,0,0,1,0,0,10880,
"5373      ","7/17/2015 12:20:00 PM",0,0,0,0,1,0,0,10881,
"5374      ","12/18/2008 3:15:00 PM",0,0,0,0,1,0,0,10882,
"5374      ","12/15/2014 10:05:00 AM",0,0,0,0,1,0,0,10883,
"5374      ","6/24/2016 8:40:00 AM",0,0,0,0,1,0,0,10884,
"5375      ","8/23/2011 3:36:19 PM",0,0,0,0,1,0,0,10885,
"5375      ","4/6/2012 10:25:00 AM",0,0,0,0,1,0,0,10886,
"5375      ","8/16/2013 10:30:40 PM",0,0,0,0,1,0,0,10887,
"5376      ","12/16/2014 1:15:00 PM",0,1,0,0,0,0,0,10888,
"5377      ","11/30/2006 2:05:00 PM",0,0,0,0,1,0,0,10889,
"5378      ","9/10/2007 2:52:00 PM",0,0,0,0,1,0,0,10890,
"5378      ","5/12/2009 2:20:00 PM",0,0,0,0,1,0,0,10891,
"5378      ","8/17/2009 3:01:29 PM",0,0,0,0,1,0,0,10892,
"5378      ","7/14/2011 1:04:52 PM",0,0,0,0,1,0,0,10893,
"5378      ","11/16/2011 11:04:07 AM",0,0,0,0,1,0,0,10894,
"5378      ","3/14/2012 3:40:13 PM",0,0,0,0,1,0,0,10895,
"5378      ","7/22/2013 2:15:00 PM",1,0,0,0,0,0,0,10896,
"5378      ","2/12/2014 11:25:00 AM",0,0,0,0,1,0,0,10897,
"5378      ","8/5/2014 3:00:10 PM",0,0,0,0,1,0,0,10898,
"5380      ","11/6/2009 12:42:55 PM",1,0,0,0,0,0,0,10899,
"5385      ","11/30/2007 2:15:00 PM",1,0,0,0,0,0,0,10900,
"5385      ","8/8/2008 2:10:00 PM",1,0,0,0,0,0,0,10901,
"5385      ","8/12/2008 2:25:00 PM",0,1,0,0,0,0,0,10902,
"5388      ","2/6/2008 9:50:00 AM",0,0,0,0,1,0,0,10903,
"5388      ","5/18/2008 10:00:00 AM",0,0,0,0,1,0,0,10904,
"5388      ","10/15/2008 10:00:00 AM",0,0,0,0,1,0,0,10905,
"5388      ","12/10/2008 12:00:00 AM",0,0,0,0,0,1,0,10906,
"5388      ","4/8/2011 9:23:18 AM",0,0,0,0,1,0,0,10907,
"5388      ","8/1/2011 10:32:53 AM",0,0,0,0,1,0,0,10908,
"5388      ","12/7/2011 2:21:54 PM",0,0,0,0,1,0,0,10909,
"5388      ","12/28/2012 8:45:00 AM",0,0,0,0,1,0,0,10910,
"5388      ","7/11/2014 1:25:01 PM",0,0,0,0,1,0,0,10911,
"5388      ","7/21/2015 4:10:10 PM",0,0,0,0,1,0,0,10912,
"5389      ","11/19/2007 2:45:00 PM",0,0,0,0,1,0,0,10913,
"5389      ","8/30/2009 1:01:22 PM",0,0,0,0,1,0,0,10914,
"5389      ","4/15/2010 3:13:01 PM",0,0,0,0,1,0,0,10915,
"5389      ","8/5/2010 9:01:59 AM",0,0,0,0,1,0,0,10916,
"5389      ","8/12/2010 9:12:49 AM",0,0,0,0,1,0,0,10917,
"5389      ","11/5/2010 12:00:00 AM",0,0,0,0,0,1,0,10918,
"5389      ","12/14/2010 8:19:44 AM",0,0,0,0,1,0,0,10919,
"5389      ","4/7/2011 8:15:46 AM",0,0,0,0,1,0,0,10920,
"5389      ","9/5/2013 9:30:00 AM",0,0,0,0,1,0,0,10921,
"5389      ","9/12/2013 4:30:00 PM",0,0,0,0,1,0,0,10922,
"5389      ","2/14/2014 10:20:00 AM",0,0,0,0,1,0,0,10923,
"5389      ","9/30/2014 1:20:00 PM",0,0,0,0,1,0,0,10924,
"5389      ","2/19/2015 9:00:00 AM",0,0,1,0,1,0,0,10925,
"5389      ","11/6/2015 11:35:00 AM",0,0,0,0,1,0,0,10926,
"5389      ","12/8/2015 10:00:00 AM",1,0,0,0,0,0,0,10927,
"5390      ","7/17/2008 3:00:00 PM",0,0,0,0,1,0,0,10928,
"5390      ","1/10/2014 1:40:00 PM",0,0,0,0,1,0,0,10929,
"5390      ","4/17/2015 2:30:00 PM",0,0,0,0,1,0,0,10930,
"5392      ","9/29/2009 2:46:33 PM",0,0,0,0,1,0,0,10931,
"5392      ","1/14/2011 10:21:04 AM",0,0,0,0,1,0,0,10932,
"5392      ","5/4/2011 2:00:00 PM",0,0,0,0,1,0,0,10933,
"5392      ","9/13/2011 2:42:22 PM",0,0,0,0,1,0,0,10934,
"5392      ","11/1/2012 10:30:00 AM",0,0,0,0,1,0,0,10935,
"5392      ","9/3/2014 11:30:00 AM",0,0,0,0,1,0,0,10936,
"5392      ","3/9/2015 12:30:00 PM",0,0,0,0,1,0,0,10937,
"5392      ","9/3/2015 1:00:00 PM",0,0,0,0,1,0,0,10938,
"5393      ","10/14/2009 12:00:00 AM",0,0,0,0,0,1,0,10939,
"5393      ","12/16/2009 12:00:00 AM",0,0,0,0,0,1,0,10940,
"5393      ","11/9/2010 1:16:58 PM",0,0,0,0,1,0,0,10941,
"5394      ","12/26/2008 11:26:00 AM",1,0,0,0,0,0,0,10942,
"5396      ","4/13/2007 1:25:00 PM",1,0,0,0,0,0,0,10943,
"5396      ","7/17/2007 10:13:00 AM",0,0,0,0,1,0,0,10944,
"5396      ","7/24/2007 12:15:00 PM",0,0,0,0,1,0,0,10945,
"5396      ","4/23/2008 12:00:00 AM",0,0,0,0,0,1,0,10946,
"5398      ","12/5/2011 12:17:22 PM",0,0,0,0,1,0,0,10947,
"5401      ","8/9/2005 1:20:00 PM",0,0,0,0,1,0,0,10948,
"5401      ","9/19/2005 12:00:00 AM",0,0,0,0,0,1,0,10949,
"5401      ","10/5/2006 12:00:00 AM",0,0,0,0,0,1,0,10950,
"5401      ","6/12/2007 1:50:00 PM",0,0,0,0,1,0,0,10951,
"5401      ","7/11/2007 12:00:00 AM",0,0,0,0,0,1,0,10952,
"5401      ","10/31/2008 10:45:00 AM",0,0,0,0,1,0,0,10953,
"5401      ","3/4/2009 11:00:00 AM",0,0,0,0,1,0,0,10954,
"5401      ","10/21/2010 12:22:50 PM",0,0,0,0,1,0,0,10955,
"5401      ","1/6/2011 12:00:00 AM",0,0,0,0,0,1,0,10956,
"5401      ","10/28/2011 12:12:46 PM",0,0,0,0,1,0,0,10957,
"5401      ","4/21/2015 5:02:16 PM",0,0,0,0,1,0,0,10958,
"5401      ","10/22/2015 3:10:00 PM",0,0,0,0,1,0,0,10959,
"5402      ","2/14/2001 12:00:00 AM",1,0,0,0,0,0,0,10960,
"5403      ","6/11/2007 12:18:00 PM",0,0,0,0,1,0,0,10961,
"5403      ","3/3/2008 12:00:00 AM",0,0,0,0,0,1,0,10962,
"5403      ","10/15/2008 12:00:00 AM",0,0,0,0,0,1,0,10963,
"5403      ","3/5/2012 9:22:45 AM",0,0,0,0,1,0,0,10964,
"5403      ","2/19/2013 8:45:01 AM",0,0,0,0,1,0,0,10965,
"5403      ","2/10/2016 8:20:00 AM",0,0,0,0,1,0,0,10966,
"5405      ","11/30/2004 3:30:00 PM",1,0,0,0,0,0,0,10967,
"5406      ","3/20/2007 3:00:00 PM",0,0,0,0,1,0,0,10968,
"5406      ","8/16/2012 2:45:00 PM",0,0,0,0,1,0,0,10969,
"5406      ","12/18/2012 1:45:00 PM",0,0,0,0,1,0,0,10970,
"5407      ","5/8/2001 12:00:00 AM",1,0,0,0,0,0,0,10971,
"5407      ","9/25/2001 12:00:00 AM",1,0,0,0,0,0,0,10972,
"5410      ","8/29/2002 12:00:00 AM",1,0,0,0,1,0,0,10973,
"5410      ","12/16/2004 12:00:00 AM",0,0,0,0,0,1,0,10974,
"5410      ","12/16/2004 1:30:00 PM",0,0,0,0,1,0,0,10975,
"5410      ","7/2/2008 3:00:00 PM",0,0,0,0,1,0,0,10976,
"5410      ","8/10/2009 11:54:00 AM",0,0,0,0,1,0,0,10977,
"5410      ","12/6/2010 10:36:18 AM",1,0,0,0,0,0,0,10978,
"5410      ","6/22/2016 11:15:00 AM",1,0,0,0,0,0,0,10979,
"5411      ","1/25/2001 12:00:00 AM",1,0,0,0,0,0,0,10980,
"5411      ","6/25/2007 10:00:00 AM",0,0,0,0,1,0,0,10981,
"5411      ","8/11/2009 10:25:58 AM",0,0,0,0,1,0,0,10982,
"5411      ","12/6/2010 12:22:56 PM",1,0,0,0,0,0,0,10983,
"5411      ","6/30/2015 8:30:00 AM",0,0,0,0,1,0,0,10984,
"5411      ","12/11/2015 9:40:00 AM",0,0,0,0,1,0,0,10985,
"5411      ","6/24/2016 7:30:00 AM",0,0,0,0,1,0,0,10986,
"5412      ","9/25/2001 12:00:00 AM",0,0,0,0,1,0,0,10987,
"5413      ","6/19/2000 12:00:00 AM",1,0,0,0,0,0,0,10988,
"5413      ","11/29/2002 12:00:00 AM",0,0,0,0,0,1,0,10989,
"5413      ","12/16/2004 12:00:00 AM",0,0,0,0,0,1,0,10990,
"5413      ","1/26/2009 12:00:00 AM",0,0,0,0,0,1,0,10991,
"5413      ","2/11/2010 12:00:00 AM",0,0,0,0,0,1,0,10992,
"5413      ","9/19/2012 9:30:00 AM",0,0,0,0,1,0,0,10993,
"5413      ","2/26/2013 2:25:20 PM",0,0,0,0,1,0,0,10994,
"5413      ","8/26/2013 2:15:00 PM",1,0,0,0,1,0,0,10995,
"5413      ","9/5/2013 11:40:00 AM",0,0,0,0,1,0,0,10996,
"5413      ","2/13/2015 12:30:00 PM",1,0,0,0,1,0,0,10997,
"5413      ","3/12/2015 12:20:00 PM",1,0,0,0,0,0,0,10998,
"5413      ","3/17/2015 4:05:00 PM",0,0,0,0,1,0,0,10999,
"5413      ","8/26/2015 3:15:44 PM",0,0,0,0,1,0,0,11000,
"5416      ","7/12/2000 12:00:00 AM",1,0,0,0,0,0,0,11001,
"5416      ","7/8/2003 12:00:00 AM",0,0,0,0,0,1,0,11002,
"5420      ","9/26/2000 12:00:00 AM",1,0,0,0,0,0,0,11003,
"5420      ","7/21/2003 12:00:00 AM",0,0,0,0,0,1,0,11004,
"5420      ","7/23/2007 2:30:00 PM",0,0,0,0,1,0,0,11005,
"5421      ","8/28/2001 12:00:00 AM",1,0,0,0,0,0,0,11006,
"5421      ","1/14/2002 12:00:00 AM",1,0,0,0,1,0,0,11007,
"5421      ","2/7/2002 12:00:00 AM",0,0,0,0,0,1,0,11008,
"5421      ","2/15/2002 12:00:00 AM",0,0,0,1,0,0,0,11009,
"5422      ","8/9/2007 3:10:00 PM",0,0,0,0,1,0,0,11010,
"5423      ","3/14/2001 12:00:00 AM",0,0,0,0,1,0,0,11011,
"5423      ","9/24/2008 10:45:00 AM",0,0,0,0,1,0,0,11012,
"5423      ","3/19/2009 12:00:00 AM",0,0,0,0,0,1,0,11013,
"5425      ","5/7/2003 3:33:00 PM",1,0,0,0,0,0,0,11014,
"5426      ","2/17/2004 11:00:00 AM",1,0,0,0,0,0,0,11015,
"5426      ","12/17/2004 12:00:00 AM",0,0,0,0,0,1,0,11016,
"5428      ","6/5/2000 12:00:00 AM",1,0,0,0,0,0,0,11017,
"5429      ","7/7/2000 12:00:00 AM",1,0,0,0,0,0,0,11018,
"5429      ","4/10/2002 12:00:00 AM",1,0,0,0,0,0,0,11019,
